AECX1101,AECX1102,AECX1107,AZZX0011,AECX1104,Positions
4403000000023207,大康,0755-84264761,园山街道,龙岗区园山街道大康社区山子吓路308号,lng:114.239733|lat:22.645177
4403000000023208,水头,0755-84314969,大鹏办事处,大鹏新区大鹏办事处水头社区石角头街3-8号,lng:114.494362|lat:22.565304
4403000000023209,荷坳,0755-28211070,园山街道,龙岗区园山街道荷坳社区荷坳路2号三楼,lng:114.226137|lat:22.677463
4403000000023210,松柏,0755-28862302,横岗街道,龙岗区横岗街道富康路230号,lng:114.211191|lat:22.644431
4403000000023211,下沙,0755-89300233,大鹏办事处,大鹏新区大鹏办事处中山路69号下沙社区综合办公楼,lng:114.480661|lat:22.59667
4403000000023212,银荷,0755-28708567,园山街道,龙岗区园山街道龙岗大道7052号水晶之城3楼,lng:114.225134|lat:22.669706
4403000000023213,华乐,0755-28656777,横岗街道,龙岗区横岗街道红棉一路与横岗一号路交界城市中心花园C区2楼,lng:114.193489|lat:22.64625
4403000000023214,志盛,0755-28636122,横岗街道,龙岗区横岗街道隆盛花园S1商铺盛大百货二楼,lng:114.203337|lat:22.650969
4403000000023215,怡锦,0755-28688335,横岗街道,龙岗区横岗街道信义锦绣花园3号楼1单元,lng:114.18915|lat:22.645756
4403000000023216,红棉,0755-89964128,横岗街道,龙岗区横岗街道中海大山地梧桐路8号,lng:114.179364|lat:22.642965
4403000000022847,木头龙,0755-22741948,翠竹街道,罗湖区爱国路1001号俊园酒店二楼,lng:114.130945|lat:22.551428
4403000000022848,翠竹,0755-25635220,翠竹街道,罗湖区东门北路2063号翠沁阁2楼,lng:114.132908|lat:22.558373
4403000000022849,龙西,0755-28436398,龙岗街道,龙岗区龙岗街道龙西社区学园路1号A栋,lng:114.248876|lat:22.746767
4403000000022850,翠宁,0755-25612363,翠竹街道,罗湖区爱国路3049号330酒店首层,lng:114.141891|lat:22.565936
4403000000022851,愉天,0755-25787912—602,翠竹街道,罗湖区文锦北路1074号—楼,lng:114.123904|lat:22.56343
4403000000022852,五联,0755-84839918,龙岗街道,龙岗区龙岗街道五联社区齐心路27号,lng:114.237283|lat:22.749752
4403000000023205,西坑,0755-28619822,园山街道,龙岗区园山街道西坑教育路27号,lng:114.494904|lat:22.534991
4403000000022853,翠达,0755-25683862,翠竹街道,罗湖区翠竹路2058号旭飞华达园九州阁409,lng:114.129948|lat:22.571159
4403000000022854,翠岭,0755-25919791,翠竹街道,罗湖区翠竹路1056号逸翠园逸厦轩首层,lng:114.130047|lat:22.561124
4403000000022855,龙岗,0755-84825929,龙岗街道,龙岗街道龙岗社区杨田路1-1、1-2号,lng:114.272709|lat:22.73686
4403000000022856,水贝,0755-25611646,翠竹街道,罗湖区水贝一路水贝市场190号附楼A3楼,lng:114.123984|lat:22.567121
4403000000022857,新村,0755-25995992,翠竹街道,罗湖区水库新村230号综合楼五楼,lng:114.138939|lat:22.564264
4403000000022858,翠鹏,0755-25431367,东湖街道,罗湖区东湖路90号彩世界家园5栋一楼架空层,lng:114.142507|lat:22.578664
4403000000022859,翠湖,0755-25510479,东湖街道,罗湖区东乐路2020号布心花园一区七楼旁翠湖社区服务楼2楼,lng:114.138445|lat:22.574752
4403000000022860,东乐,0755-25007572,东湖街道,罗湖区布心路1023号东乐花园海燕宿舍楼一楼,lng:114.139509|lat:22.571002
4403000000022861,大望,0755-25711251,东湖街道,罗湖区大望村新平大道1号大望股份公司服务楼2楼,lng:114.175196|lat:22.600598
4403000000022862,梧桐山,0755-25664920,东湖街道,罗湖区梧桐山望桐路赤水洞8号4楼,lng:114.192899|lat:22.591094
4403000000022863,布心,0755-25778702,东湖街道,罗湖区东晓路布心村203-4-1号一楼,lng:114.138545|lat:22.578777
4403000000022864,金鹏,0755-25812760,东湖街道,罗湖区金稻田路1080号金鹏社区服务楼,lng:114.131673|lat:22.585697
4403000000022865,金岭,0755-25652591,东湖街道,罗湖区金洲路218号金洲花园12栋3楼,lng:114.13349|lat:22.588532
4403000000022866,金湖,0755-25033515,东湖街道,罗湖区翠荫路326号淘金山湖景花园1栋首层,lng:114.143183|lat:22.584832
4403000000022867,坳下,0755-25708600,莲塘街道,罗湖区坳下村138号8楼,lng:114.169317|lat:22.566416
4403000000022868,长岭,0755-25736147,莲塘街道,罗湖区长岭惠名花园7栋2层,lng:114.183491|lat:22.556067
4403000000022869,莲花,0755-25735980,莲塘街道,罗湖区港莲路22号城市东座二楼,lng:114.169814|lat:22.559294
4403000000022870,莲塘,0755-25734044,莲塘街道,罗湖区莲塘路80号,lng:114.174071|lat:22.561203
4403000000022871,畔山,0755-25781376,莲塘街道,罗湖区莲塘聚宝花园银星阁首层,lng:114.175437|lat:22.560594
4403000000022872,鹏兴,0755-25172629,莲塘街道,罗湖区国威路鹏兴花园一期综合楼,lng:114.164869|lat:22.564062
4403000000022873,西岭,0755-25738373,莲塘街道,罗湖区西岭下村北区2号,lng:114.160467|lat:22.557541
4403000000022874,仙湖,0755-25775200,莲塘街道,罗湖区莲塘国威路仙桐御景雅景轩,lng:114.178452|lat:22.564848
4403000000022875,独树,0755-25689101,东晓街道,罗湖区太白路松泉山庄4-6栋2楼,lng:114.126|lat:22.57716
4403000000022876,草埔东,0755-25687457,东晓街道,罗湖区金稻田路紫荆花园A栋4楼,lng:114.117505|lat:22.58673
4403000000022877,观城,0755-21501452,观湖街道,龙华区观湖街道观城社区环观中路58号,lng:114.058414|lat:22.703426
4403000000022878,兰花,0755-82677417,东晓街道,罗湖区布吉路1019号布吉农批市场K028号,lng:114.118159|lat:22.579603
4403000000022879,东晓,0755-22257129,东晓街道,罗湖区东晓北路泰和花园一栋首层,lng:114.137785|lat:22.582685
4403000000022880,松泉,0755-25515765,东晓街道,罗湖区太白路松泉公寓7栋2楼,lng:114.129065|lat:22.577772
4403000000022881,绿景,0755-25792055,东晓街道,罗湖区翠云路（中设广场侧）,lng:114.121106|lat:22.580835
4403000000022882,木棉岭,0755-25481502,东晓街道,罗湖区东晓街道草埔东紫荆花园A座2楼,lng:114.117505|lat:22.58673
4403000000022883,梅园,0755-82054342,清水河街道,罗湖区红岗路1003号红岗大厦1、2层,lng:114.10364|lat:22.569206
4403000000022884,鹭湖,0755-21044093,观湖街道,龙华区观湖街道环观南路招商观园南门一楼,lng:114.060687|lat:22.691079
4403000000022885,坭岗,0755-82427204,清水河街道,罗湖区清水河街道坭岗西村2号1楼,lng:114.100007|lat:22.566321
4403000000022886,清水河,0755-25902412,清水河街道,罗湖区清水河街道泥岗东路红岗花园15栋首层,lng:114.108842|lat:22.571652
4403000000022887,草埔西,0755-22235172,清水河街道,罗湖区清水河街道红岗路1168号金祥都市花园悦园首层,lng:114.110033|lat:22.585768
4403000000022888,玉龙,0755-82267291,清水河街道,罗湖区清水河街道金湖路18号武警宿舍大院车库楼二层,lng:114.099576|lat:22.570312
4403000000022889,龙湖,0755-25835282,清水河街道,罗湖区清水河街道红岗路1299号龙园山庄龙园大厦2楼,lng:114.110939|lat:22.587935
4403000000022890,水库,0755-25401140,黄贝街道,罗湖区沿河路2012号宁水花园29栋旁,lng:114.146258|lat:22.559909
4403000000022891,碧波,0755-25411646,黄贝街道,罗湖区黄贝路碧波一街碧中园碧天阁2楼,lng:114.141782|lat:22.561696
4403000000022892,怡景,0755-25410072,黄贝街道,罗湖区怡景路1053号峰景台大厦2楼,lng:114.140223|lat:22.554864
4403000000022893,新谊,0755-25669392,黄贝街道,罗湖区华丽路1041号华丽花园裙楼三楼,lng:114.134042|lat:22.550327
4403000000022894,凤凰,0755-25691343,黄贝街道,罗湖区凤凰路193号海珑华苑海天阁6楼,lng:114.132575|lat:22.547037
4403000000022895,文华,0755-25108470,黄贝街道,罗湖区深南东路1013号深发花园1栋201,lng:114.138357|lat:22.545824
4403000000022896,新秀,0755-25125448,黄贝街道,罗湖区新秀路89号新秀小学旁附1楼,lng:114.144116|lat:22.546585
4403000000022897,新兴,0755-22306219,黄贝街道,罗湖区罗芳南路36号城市东方公寓2楼,lng:114.146365|lat:22.544212
4403000000022898,罗芳,0755-25136629,黄贝街道,罗湖区延芳路498号安业馨园D栋1楼,lng:114.153491|lat:22.542401
4403000000022899,黄贝岭,0755-21520601,黄贝街道,罗湖区深南东路1002号深业东岭4栋1楼,lng:114.140283|lat:22.549224
4403000000022900,安乐,0755-26976822,南头街道,南山区南头关口二路安乐工业区25栋1楼,lng:113.906888|lat:22.549602
4403000000022901,大汪山,0755-26563205,南头街道,南山区南山大道2070-1号,lng:113.925589|lat:22.531692
4403000000022902,大新,0755-26464298,南头街道,南山区前海路大新前海商业中心二楼201-202,lng:113.91554|lat:22.533057
4403000000022903,红花园,0755-86050257,南头街道,南山区红花路8号南山豪庭小区北面二楼203号铺,lng:113.917982|lat:22.539325
4403000000022904,莲城,0755-26959699,南头街道,南山区玉泉路莲城花园10栋一楼,lng:113.926985|lat:22.544838
4403000000022905,马家龙,0755-26094730,南头街道,南山区马家龙艺园路168号荔园新村10栋一楼1-3号,lng:113.928647|lat:22.549509
4403000000022906,南联,0755-26976313,南头街道,南山区关口一路南富苑小区11栋107-108,lng:113.914825|lat:22.55299
4403000000022909,田厦,0755-26179980,南头街道,南山区常兴一街8号,lng:113.920263|lat:22.530173
4403000000022910,同乐,0755-86021545,南头街道,南山区建工村建工路28号一楼,lng:113.925454|lat:22.563477
4403000000022911,星海名城,0755-26443282,南头街道,南山区前海路星海名城三期6-7栋1楼,lng:113.914567|lat:22.536573
4403000000022912,润城,0755-28025292,观湖街道,龙华区观湖街道招商澜园6栋一楼,lng:114.046959|lat:22.685395
4403000000022913,松元厦,0755-27993368,观湖街道,龙华区观湖街道松元厦社区德胜路37号,lng:114.070258|lat:22.716299
4403000000022914,新田,0755-27977440,观湖街道,龙华区观湖街道新田社区创新工业园18号,lng:114.08411|lat:22.697829
4403000000022915,荔芳,0755-26660765,南山街道,南山区常兴路9号,lng:113.921067|lat:22.525731
4403000000022916,樟坑径,0755-27976314,观湖街道,龙华区观湖街道樟坑径宝业路22号,lng:114.078808|lat:22.6845
4403000000022917,荔湾,0755-26440212,南山街道,南山区前海路0199恒立心海湾花园5栋74、75号,lng:113.894474|lat:22.501431
4403000000022918,龙塘,0755-29787502,民治街道,龙华区民治街道新区大道洁玉街长城里程家园1楼,lng:114.009194|lat:22.635326
4403000000022919,民乐,0755-28097575,民治街道,龙华区民治街道梅坂大道与民乐立交交叉口民乐社区工作站办公大楼,lng:114.048949|lat:22.600683
4403000000022920,南园,0755-86066128,南山街道,南山区南园新四坊1号,lng:113.917297|lat:22.518469
4403000000022921,向南,0755-26642368,南山街道,南山区桂庙路向南东街10二楼,lng:113.922081|lat:22.523713
4403000000022922,学府,0755-86196182,南山街道,南山区南山大道光彩新天地2楼,lng:113.924147|lat:22.524405
4403000000022923,阳光棕榈,0755-86179611,南山街道,南山区前海路阳光棕榈园32栋3单元一楼,lng:113.910804|lat:22.525753
4403000000022924,民新,0755-29527319,民治街道,龙华区民治街道民丰路55号碧水龙幼儿园庭旁,lng:114.046211|lat:22.614451
4403000000022925,白石洲东,0755-86286380,沙河街道,南山区京基百纳北侧通道一楼,lng:113.968931|lat:22.531239
4403000000022926,白石洲西,0755-26002242,沙河街道,南山区石洲北路10号美庐景园D栋一楼,lng:113.966013|lat:22.535388
4403000000022927,上芬,0755-28039223,民治街道,龙华区民治街道中环路与龙胜路交汇处,lng:114.022734|lat:22.639728
4403000000022928,高发,0755-26920394,沙河街道,南山区沙河街道高发社区深云村综合楼一楼,lng:113.992614|lat:22.554564
4403000000022929,光华街,0755-26601547,沙河街道,南山区华侨城光华街9栋首层,lng:113.990031|lat:22.534939
4403000000022930,华夏街,0755-26915407,沙河街道,南山区沙河街道华夏街社区荔园新村10栋一楼,lng:113.975854|lat:22.540205
4403000000022931,明珠街,0755-26765158,沙河街道,南山区沙河白石洲绿景公寓一楼,lng:113.966697|lat:22.542479
4403000000022932,沙河街,0755-86314303,沙河街道,南山区沙河街34号2楼,lng:113.969349|lat:22.541817
4403000000022933,文昌街,0755-26603443,沙河街道,南山区香山西街18号首地容御1栋C座二楼,lng:113.974509|lat:22.549958
4403000000022934,香山街,0755-26601577,沙河街道,南山区沙河街道香山街社区华侨城华山村5栋1楼,lng:113.986722|lat:22.54242
4403000000022935,新塘,0755-26603244,沙河街道,南山区沙河香山西街新堂花园7栋1楼,lng:113.970789|lat:22.547908
4403000000022936,民治,0755-83723662,民治街道,龙华区民治街道沙吓村内民治社区工作站大楼,lng:114.039097|lat:22.626677
4403000000022937,中新街,0755-26911723,沙河街道,南山区华侨城福清街枕荔楼裙楼205,lng:113.982198|lat:22.537411
4403000000022938,新牛,0755-28186533,民治街道,龙华区民治街道民治大道新澜大厦2、4、5楼,lng:114.036807|lat:22.63202
4403000000022939,民强,0755-81754410,民治街道,龙华区民治街道民治民治大道第一工业区6栋北座,lng:114.039112|lat:22.621096
4403000000022940,大岭,0755-23205166,民治街道,龙华区民治街道布龙路金地上塘道A区7栋负一楼,lng:114.022539|lat:22.63475
4403000000022941,海昌,0755-26891719,蛇口街道,南山区蛇口公园南路南水小区B10一楼,lng:113.923877|lat:22.48725
4403000000022942,海湾,0755-26833221,蛇口街道,南山区蛇口海湾新村1号二楼,lng:113.931022|lat:22.492528
4403000000022943,雷岭,0755-26833420,蛇口街道,南山区蛇口花果路36号米兰公寓三楼,lng:113.927665|lat:22.491062
4403000000022944,内伶仃岛,0755-26688176,蛇口街道,南山区蛇口新街南苑小区2栋1门107室,lng:113.925968|lat:22.488629
4403000000022945,北站,0755-23086136,民治街道,龙华区民治街道民塘路白松三路创业花园240栋3楼,lng:114.027366|lat:22.6162
4403000000022946,樟坑,0755-85261872,民治街道,华区民治街道平安路向南四区24号向南商业大厦一楼,lng:114.03975|lat:22.6165
4403000000022947,围仔,0755-26864808,蛇口街道,南山区蛇口花果路32号米兰第二季公寓2楼,lng:113.928397|lat:22.490313
4403000000022948,白石龙,0755-21011345,民治街道,龙华区民治街道民丰路与望辉路交汇处17蓝牌白石龙一区4栋1-4层,lng:114.03816|lat:22.604041
4403000000022949,渔一,0755-26814470,蛇口街道,南山区蛇口新街26号春树里花园D栋商铺一楼,lng:113.93429|lat:22.4862
4403000000022950,赤湾,0755-26828037,招商街道,南山区蛇口赤湾6路B1栋105室,lng:113.889751|lat:22.479639
4403000000022951,民泰,0755-23777562,民治街道,龙华区民治街道梅龙路星河盛世花园A2栋2单元2层,lng:114.047421|lat:22.601659
4403000000022952,海月,0755-26828573,招商街道,南山区蛇口工业八路半岛花园A区9栋首层,lng:113.932478|lat:22.498903
4403000000022953,花果山,0755-26828697,招商街道,南山区蛇口花果路89号花果山小区36栋102室,lng:113.925904|lat:22.491661
4403000000022954,兰园,0755-26828477,招商街道,南山区蛇口兰园23栋首层,lng:113.927375|lat:22.503423
4403000000022955,景龙,0755-27701220,龙华街道,龙华区龙华街道景龙社区综合服务大楼1-3楼,lng:114.015216|lat:22.647811
4403000000022956,四海,0755-26828242,招商街道,南山区蛇口四海路27号四海小区12栋旁,lng:113.924116|lat:22.501446
4403000000022957,桃花园,0755-26684689,招商街道,南山区工业八路西280号壹栈林下5栋1/2层,lng:113.916908|lat:22.503234
4403000000022958,文竹园,0755-26884939,招商街道,南山区蛇口工业七路雍景湾小区商铺26-2号,lng:113.931382|lat:22.495949
4403000000022959,龙园,0755-28149237,龙华街道,龙华区龙华街道花园新村51栋,lng:114.02024|lat:22.660999
4403000000022960,华联,0755-28130301,龙华街道,龙华区龙华街道大浪南路三联股份合作公司大楼,lng:114.008768|lat:22.678403
4403000000022961,三联,0755-28150328,龙华街道,龙华区龙华街道弓村龙华新城A栋7楼,lng:114.028291|lat:22.65718
4403000000022962,油松,0755-28142970,龙华街道,龙华区龙华街道港深时代2楼,lng:114.051228|lat:22.636454
4403000000022963,松和,0755-81482221,龙华街道,龙华区龙华街道民清路50号油松股份公司办公大楼二楼,lng:114.039637|lat:22.643877
4403000000022964,清湖,0755-28122689,龙华街道,龙华区龙华街道清湖新村综合服务楼5楼,lng:114.049467|lat:22.66892
4403000000022965,海珠,0755-26480551,粤海街道,南山区海德一道海岸明珠B座一楼,lng:113.931463|lat:22.516436
4403000000022966,后海,0755-26426853,粤海街道,南山区后海华明路第一统建楼D座2楼,lng:113.931448|lat:22.507559
4403000000022967,京光,0755-26054215,粤海街道,南山区兴南路50号京光海景大厦C座1楼,lng:113.930787|lat:22.505816
4403000000022968,科技园,0755-26546396,粤海街道,南山区科丰路特发信息港A座南一楼,lng:113.950241|lat:22.549959
4403000000022969,龙城,0755-26051486,粤海街道,南山区南油龙城花园6栋103,lng:113.928319|lat:22.511031
4403000000022970,麻岭,0755-26713424,粤海街道,南山区帝景花园帝翠阁B座一楼,lng:113.937391|lat:22.541196
4403000000022971,名海,0755-26071141,粤海街道,南山区后海路文德福花园1栋1层,lng:113.932339|lat:22.50554
4403000000022972,南油,0755-86339081,粤海街道,南山区信和自由广场狮子座2楼,lng:113.925412|lat:22.50707
4403000000022973,清华,0755-28122665,龙华街道,龙华区龙华街道梅龙路98号国鸿工业区8栋二楼,lng:114.0425|lat:22.668051
4403000000022974,铜鼓,0755-26992098,粤海街道,南山区沙河西路莱英花园11栋一楼,lng:113.956283|lat:22.547323
4403000000022975,蔚蓝海岸,0755-86129633,粤海街道,南山区后海大道蔚蓝海岸二期26栋一楼,lng:113.93665|lat:22.50971
4403000000022907,南头城,0755-86133988,南头街道,南山区南头城中山东街80号一楼,lng:113.920953|lat:22.543952
4403000000022908,前海,0755-86129189,南头街道,南山区桃园西路前海花园三期47栋首层,lng:113.911343|lat:22.53259
4403000000022976,玉翠,0755-21048863,龙华街道,龙华区龙华街道玉翠新村C区1住2-3栋1-3层,lng:114.027183|lat:22.674329
4403000000022977,富康,0755-21058049,龙华街道,龙华区龙华街道东环一路与民欢路交汇处正地美术馆,lng:114.047311|lat:22.642518
4403000000022978,大浪,0755-21013844,大浪街道,龙华区大浪街道下岭排社区新岭路46号,lng:114.000658|lat:22.694088
4403000000022979,浪口,0755-29537508,大浪街道,龙华区大浪街道华兴路富隆特工业区1栋首层,lng:114.000036|lat:22.6805
4403000000022980,同胜,0755-28032128,大浪街道,龙华区大浪街道华繁路同胜股份公司办公大楼1-2楼,lng:113.990318|lat:22.682198
4403000000022981,高峰,0755-28136230,大浪街道,龙华区大浪街道龙观西路高峰大厦,lng:114.007435|lat:22.657653
4403000000022982,龙胜,0755-28145183,大浪街道,龙华路龙胜社区党群服务中心（龙胜社区警务室旁）,lng:114.009087|lat:22.650004
4403000000022983,新石,0755-21016693,大浪街道,龙华区大浪街道大浪北路同富邨工业园89栋,lng:113.996239|lat:22.699231
4403000000022984,龙平,0755-28013800,大浪街道,龙华区大浪街道布龙路与和平西路交汇处和平里二期紫荆阁裙楼,lng:114.011314|lat:22.642546
4403000000022985,大水坑,0755-21004908,福城街道,龙华区福城街道大水坑社区观水南街1号,lng:114.026475|lat:22.724995
4403000000022986,章阁,0755-29425135,福城街道,龙华区福城街道章阁社区志扬广场一楼,lng:114.016821|lat:22.743667
4403000000022987,桔塘,0755-28164280,福城街道,龙华区福城街道大水坑社区观光路与福前路红绿灯交汇处（福前路109号）,lng:114.038033|lat:22.712873
4403000000022988,福民,0755-28027595,福城街道,龙华区福城街道悦兴路186号,lng:114.032398|lat:22.711164
4403000000022989,白芒,0755-26517627,西丽街道,南山区西丽街道白芒社区北55号二楼,lng:113.943908|lat:22.615065
4403000000022990,大磡,0755-26527723,西丽街道,南山区大磡实业大楼4楼,lng:113.974857|lat:22.62093
4403000000022991,丽城,0755-26514160,西丽街道,南山区西丽众冠大厦809,lng:113.955266|lat:22.578035
4403000000022992,丽湖,0755-86301351,西丽街道,南山区西丽湖路平丽商业街4188,lng:113.962636|lat:22.593926
4403000000022993,留仙,0755-86164006,西丽街道,南山区西丽留仙居南A区1栋,lng:113.950371|lat:22.581709
4403000000022994,麻磡,0755-26973979,西丽街道,南山区西丽麻磡南路13号,lng:113.952292|lat:22.633581
4403000000022995,曙光,0755-26545623,西丽街道,南山区西丽茶光村冠铭雅苑3栋2楼,lng:113.951977|lat:22.566919
4403000000022996,松坪山,0755-26631923,西丽街道,南山区高新北区单身公寓B35栋一楼,lng:113.948898|lat:22.559719
4403000000022997,西丽,0755-26627637,西丽街道,南山区西丽居委会综合楼2楼,lng:113.953991|lat:22.574689
4403000000022998,新围,0755-26622404,西丽街道,南山区西丽新围村71栋一楼,lng:113.952649|lat:22.582138
4403000000022999,阳光,0755-29810005,西丽街道,南山区西丽百旺工业园25栋一楼,lng:113.937|lat:22.629757
4403000000023000,沙头角,0755-25550657,沙头角街道,盐田区园林路8-3号,lng:114.224253|lat:22.556209
4403000000023001,东和,0755-25358313,沙头角街道,盐田区官下路2号诗宁里16栋,lng:114.233626|lat:22.549915
4403000000023002,桥东,0755-25251440,沙头角街道,盐田区沙头角田荣路15号,lng:114.230657|lat:22.549552
4403000000023003,田心,0755-25355461,沙头角街道,盐田区沙头角田心东路20号,lng:114.228812|lat:22.552593
4403000000023004,田东,0755-25219262,海山街道,盐田区云汉路9号,lng:114.241339|lat:22.561851
4403000000023005,茜坑,0755-28012728,福城街道,龙华区观澜大道157号,lng:114.043423|lat:22.707164
4403000000023006,桂花,0755-27995788,观澜街道,龙华区观澜大道桂花路139号,lng:114.060457|lat:22.726314
4403000000023007,海涛,0755-25263693,海山街道,盐田区海涛路海涛花园4栋,lng:114.234113|lat:22.545652
4403000000023008,君子布,0755-28161042,观澜街道,龙华区观澜街道环观南路66号,lng:114.101713|lat:22.711315
4403000000023009,沿港,0755-82637725,盐田街道,盐田区深盐路1117号海川阁A座二楼,lng:114.272082|lat:22.586847
4403000000023010,东海,0755-82633048,盐田街道,盐田区盐田路85号,lng:114.257025|lat:22.590776
4403000000023011,明珠,0755-25280832,盐田街道,盐田区明珠大道61号,lng:114.248703|lat:22.59035
4403000000023012,永安,0755-25218942,盐田街道,盐田区四村老塘108号永安社区服务综合楼,lng:114.24692|lat:22.592902
4403000000023013,海桐,0755-22327034,盐田街道,盐田区中青路9号金山碧海花园1栋1楼,lng:114.240238|lat:22.587728
4403000000023014,大梅沙,0755-25060085,梅沙街道,盐田区大梅沙社区综合服务楼,lng:114.304516|lat:22.595427
4403000000023015,滨海,0755-25255396,梅沙街道,盐田区上成路8号滨海社区综合楼,lng:114.311323|lat:22.60096
4403000000023016,牛湖,0755-21038384,观澜街道,龙华区观澜街道牛湖坳顶村222号,lng:114.044635|lat:22.704818
4403000000023017,东海岸,0755-25436682,梅沙街道,盐田区大梅沙环碧路208号,lng:114.29925|lat:22.599632
4403000000023071,上合,0755-29631202,新安街道,宝安区宝城33区新安三路158号,lng:113.906581|lat:22.578988
4403000000023072,甲岸,0755-27750345,新安街道,宝安区宝城7区宝民一路66栋紫岸阁1-3楼,lng:113.904119|lat:22.561562
4403000000023073,翻身,0755-27826246,新安街道,宝安区宝城47区自由路南一巷25号,lng:113.889643|lat:22.567118
4403000000023074,安乐,0755-27883038,新安街道,宝安区宝城42区乐平路21号,lng:113.898024|lat:22.555105
4403000000023075,龙井,0755-27787814,新安街道,宝安区宝城2区前进一路1号湖滨花园27栋前面,lng:113.913419|lat:22.558216
4403000000023076,库坑,0755-28088012,观澜街道,龙华区观澜街道库坑同富裕工业区8号,lng:114.036974|lat:22.738251
4403000000023077,大浪,0755-27570036,新安街道,宝安区宝城28区新安三路一巷,lng:113.912939|lat:22.578498
4403000000023078,兴东,0755-27865590,新安街道,宝安区新安街道留仙二路二巷18号,lng:113.917121|lat:22.582147
4403000000023018,布心,0755-27829006,新安街道,宝安区宝城74区布心二村西一巷1号旁边,lng:113.895409|lat:22.587058
4403000000023019,上川,0755-27967800,新安街道,宝安区宝城35区安华一巷15号,lng:113.89772|lat:22.580061
4403000000023079,文雅,0755-27831287,新安街道,宝安区新安街道34-1区永联路品尚居105号,lng:113.89153|lat:22.573257
4403000000023020,黎光,0755-28163498,观澜街道,龙华区观澜街道黎光社区新围199号,lng:114.035983|lat:22.755733
4403000000023021,建安,0755-27758708,新安街道,宝安区宝城10区冠城世家冠春一街蟠龙轩1092-1095号,lng:113.903723|lat:22.565665
4403000000023022,灵芝园,0755-27871812,新安街道,宝安区宝城19区灵新一巷88栋101,lng:113.912671|lat:22.567661
4403000000023023,新澜,0755-27983274,观澜街道,龙华区观澜街道观光路1305号观澜行政服务大厅C栋,lng:114.039511|lat:22.72438
4403000000023024,文汇,0755-27806321,新安街道,宝安区宝城30区文汇一街28号百花苑,lng:113.898291|lat:22.572737
4403000000023025,海乐,0755-27843086,新安街道,宝安区宝城39区新安一路3019号海乐社区工作站,lng:113.897994|lat:22.555169
4403000000023026,海裕,0755-23503231,新安街道,宝安区新安街道玉律路163号,lng:113.876603|lat:22.560683
4403000000023027,海华,0755-27844411,新安街道,宝安区48区海华一路海华社区办公大楼,lng:113.886096|lat:22.566087
4403000000023028,海旺,0755-29958626,新安街道,宝安区宝城84区裕安一路3074号风临洲C栋二楼,lng:113.889834|lat:22.559217
4403000000023029,海富,0755-27575431,新安街道,宝安区宝城45区自由路11号,lng:113.894645|lat:22.563886
4403000000023030,新乐,0755-27895131,新安街道,宝安区宝城37区龙泉一路100号,lng:113.906797|lat:22.553739
4403000000023031,固戌,0755-27481435,西乡街道,宝安区西乡固戍社区固戍一路890号三、四楼,lng:113.844633|lat:22.591419
4403000000023032,大水田,0755-23779216,观澜街道,龙华区观澜街道裕新路328号,lng:114.086191|lat:22.735495
4403000000023033,广培,0755-28188638,观澜街道,龙华区观澜街道广培北路57号,lng:114.085051|lat:22.730213
4403000000023034,乐群,0755-27903487,西乡街道,西乡街道乐群二路16号乐群雅居三楼,lng:113.87484|lat:22.579704
4403000000023035,盐田,0755-27366733,西乡街道,宝安区西乡街道盐田社区金海路盐田股份综合楼七楼,lng:113.862841|lat:22.580913
4403000000023036,大富,0755-21040607,观澜街道,龙华区观澜街道桂月路314号（陂老小区内）,lng:114.040771|lat:22.746443
4403000000023037,河西,0755-27934128,西乡街道,宝安区西乡街道建安二路河西金晖苑111号,lng:113.883871|lat:22.584574
4403000000023038,臣田,0755-27585189,西乡街道,宝安区西乡街道宝民二路臣田工业区综合楼A栋臣田党群服务中心,lng:113.997912|lat:22.676196
4403000000023039,庄边,0755-27935789,西乡街道,宝安区西乡街道庄边社区金庄园30号,lng:113.885175|lat:22.586441
4403000000023040,蚝业,0755-27900288,西乡街道,宝安区西乡街道兴业路2010号豪业华庭D栋二楼,lng:113.86714|lat:22.560192
